,Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
2187,2188.0,Course_2188,Business,71.0,4164.0,54.43044165300969,LinkedIn Learning,143.39262339503463,4.851144530854081
2188,2189.0,Course_2189,Design,48.0,3654.0,90.9633810694218,Udemy,161.57858574405947,4.48336584831464
2189,2190.0,Course_2190,Programming,13.0,1662.0,89.56964606055624,Coursera,129.6961398607731,4.791114168064224
2190,2191.0,Course_2191,Programming,80.0,2299.0,74.03878766998929,edX,57.54701450959432,4.901246361267367
2191,2192.0,,Office Tools,95.0,300.0,68.05054844844159,Udemy,121.36520425488284,3.1850807167575304
2192,2193.0,Course_2193,Technology,91.0,1405.0,57.41056050745786,Udemy,148.08613542707587,3.487649568614936
2193,2194.0,Course_2194,AI,98.0,483.0,73.2182604341885,Coursera,138.09959893949224,3.3720933331305902
2194,2195.0,Course_2195,Business,94.0,3579.0,66.67848012143497,Udemy,134.99353831722237,3.610710865553197
2195,2196.0,Course_2196,Marketing,68.0,2520.0,93.43135792110188,LinkedIn Learning,104.95864770852526,3.953480663229176
2196,2197.0,Course_2197,AI,92.0,909.0,78.70175288619477,LinkedIn Learning,26.36092344196569,3.5497834884076034
2197,2198.0,Course_2198,AI,27.0,1708.0,97.23211802005471,edX,108.70135230879826,4.28709953868844
2198,2199.0,Course_2199,Programming,80.0,4191.0,80.31270024213032,Udemy,79.78619475504911,4.687285920095023
2199,2200.0,Course_2200,Business,84.0,1953.0,65.57368548690611,edX,124.44853807600944,3.421823223735504
2200,2201.0,Course_2201,Business,21.0,3316.0,83.36326547103133,edX,70.57492230618573,3.335493688464558
2201,2202.0,Course_2202,Business,56.0,3890.0,53.56817205107755,Udemy,181.37945062007327,3.438583295232183
2202,2203.0,Course_2203,Data Science,39.0,3911.0,59.62206908044838,Coursera,195.49044293173495,4.056523508576515
2203,2204.0,Course_2204,Finance,21.0,2025.0,61.39479218038501,edX,84.20237732941057,3.3594217435317804
2204,2205.0,Course_2205,Technology,71.0,735.0,81.26530315219932,LinkedIn Learning,120.11645284167436,4.225389750809288
2205,2206.0,Course_2206,Technology,36.0,798.0,63.76733134370176,edX,162.58998196276374,3.288523934812501
2206,2207.0,Course_2207,Technology,69.0,4807.0,96.0040277903414,LinkedIn Learning,112.9278419631818,4.633424211596656
2207,2208.0,Course_2208,AI,68.0,3711.0,73.41456249227062,Udemy,90.54032699378936,4.633045462203467
2208,2209.0,Course_2209,Programming,38.0,4610.0,,edX,,3.8960295477133897
2209,2210.0,Course_2210,Office Tools,68.0,895.0,60.00856278869118,,141.95408472367367,3.667345916561941
2210,2211.0,Course_2211,Data Science,88.0,2529.0,52.49390664117305,edX,91.7064843310403,4.378155203272483
2211,2212.0,Course_2212,Marketing,88.0,3173.0,97.8184701929918,edX,85.87169801240157,3.095496163915815
2212,2213.0,Course_2213,Marketing,90.0,3377.0,84.27106874860122,Coursera,123.75701988659964,3.333500136531531
2213,2214.0,Course_2214,Data Science,38.0,1631.0,62.72117440666344,edX,101.28075870069004,3.858062056320701
2214,2215.0,Course_2215,Design,45.0,4343.0,54.88402955281108,Udemy,118.35856623674432,4.4773992272228
2215,2216.0,Course_2216,Marketing,27.0,2370.0,85.07344522130134,Coursera,35.129837858670314,3.252733263883437
2216,2217.0,Course_2217,Finance,99.0,1522.0,57.40186156548015,edX,85.28411911453942,3.228198769725327
2217,2218.0,Course_2218,Marketing,49.0,2205.0,54.77616281666553,Coursera,58.51037245120384,4.892776600086485
2218,2219.0,Course_2219,Business,20.0,3862.0,64.78542638316402,Coursera,15.091717410372354,4.804014391485618
2219,2220.0,Course_2220,Data Science,16.0,4584.0,68.16864340002638,LinkedIn Learning,140.71841820068275,4.422617749715921
2220,2221.0,Course_2221,Data Science,56.0,3604.0,73.88910887681311,,77.99331624706667,4.2972486992568
2221,2222.0,Course_2222,Business,98.0,3970.0,75.70849162467145,Coursera,80.44044098212149,3.0078412878452103
2222,2223.0,Course_2223,Technology,85.0,3366.0,74.49927153145657,Udemy,,4.32101712399652
2223,2224.0,Course_2224,Programming,96.0,2027.0,51.73719064340367,edX,66.09513089568381,4.443992534330204
2224,2225.0,Course_2225,Data Science,36.0,4144.0,64.61811711433036,LinkedIn Learning,63.345567016660254,4.0020442661403735
2225,2226.0,Course_2226,AI,71.0,4145.0,89.22047789218627,Coursera,40.97245305085414,3.374274970512311
2226,2227.0,Course_2227,Finance,67.0,558.0,65.31573682879564,LinkedIn Learning,99.79302290576013,4.950758211136275
2227,2228.0,Course_2228,Technology,10.0,2590.0,69.12915808992156,Coursera,70.00829109385475,4.153292945479898
2228,2229.0,Course_2229,Technology,97.0,3715.0,91.61635698941834,Coursera,49.28182362561751,4.99565835372135
2229,2230.0,Course_2230,Office Tools,19.0,2375.0,86.69827793346562,Coursera,196.43899198739751,4.4579653745150125
2230,2231.0,Course_2231,Finance,38.0,4816.0,97.5142816747244,edX,190.1473506965333,3.207157583425997
2231,2232.0,Course_2232,Business,15.0,3588.0,83.75982027108489,LinkedIn Learning,43.56733152094692,4.0510262356199975
2232,2233.0,Course_2233,Technology,31.0,2845.0,73.07196286266516,LinkedIn Learning,14.164651180254744,3.6098886017048857
2233,2234.0,Course_2234,Business,87.0,3808.0,89.98902240904009,LinkedIn Learning,99.44487559322822,4.855159880581303
2234,2235.0,Course_2235,Data Science,76.0,3677.0,76.90057784688067,Coursera,142.16189854214107,4.420809330231756
2235,2236.0,Course_2236,Programming,72.0,3673.0,65.82554317111098,Udemy,30.80531525813907,4.93229862416682
2236,2237.0,Course_2237,Data Science,79.0,2071.0,91.8630178314994,edX,64.68615921954546,4.955943134061981
2237,2238.0,Course_2238,Design,69.0,1692.0,52.64640557960365,Coursera,39.75349331509288,3.205370159624023
2238,2239.0,Course_2239,Data Science,53.0,2413.0,72.9408972304245,LinkedIn Learning,173.79093965461234,4.474199155892949
2239,2240.0,Course_2240,Marketing,20.0,441.0,98.3759679433244,Udemy,89.45415024435536,4.48554602112926
2240,2241.0,Course_2241,Data Science,14.0,2496.0,88.00154259460214,edX,120.56722851361329,4.357088681449365
2241,2242.0,Course_2242,Business,13.0,1175.0,55.24751873315668,Coursera,83.10023218534916,4.279405111978823
2242,2243.0,Course_2243,AI,58.0,4494.0,79.20850346103238,edX,53.21643301729905,4.303155569446064
2243,2244.0,Course_2244,Marketing,99.0,1668.0,58.34496861714262,edX,114.68371291997607,3.0905559576978376
2244,2245.0,Course_2245,Marketing,54.0,4842.0,80.82277359012885,Coursera,137.57213469575885,4.26380983573405
2245,2246.0,Course_2246,Marketing,79.0,4018.0,74.65495733894218,Coursera,123.78859909349212,3.933416860717792
2246,2247.0,Course_2247,,54.0,2421.0,65.2744911330478,Udemy,,4.053915987003611
2247,2248.0,Course_2248,Finance,58.0,2989.0,63.13796754351121,edX,173.16373182932543,4.173360821069316
2248,2249.0,Course_2249,Office Tools,88.0,3367.0,55.825178810530765,edX,111.60044534962556,4.705242572383175
2249,2250.0,Course_2250,Data Science,40.0,4176.0,78.27328739898266,Coursera,128.93465687845054,4.6617456794849375
2250,2251.0,Course_2251,Design,11.0,4439.0,55.15925274739429,Udemy,132.5927229378632,4.262874632137381
2251,2252.0,Course_2252,Marketing,15.0,3529.0,96.92381232501214,Coursera,62.13055742445332,4.764915428011937
2252,2253.0,Course_2253,AI,45.0,589.0,57.14822865540678,Udemy,170.27703063461243,3.812843644881277
2253,2254.0,Course_2254,Marketing,83.0,1055.0,78.39174973694176,Udemy,163.496564459967,3.769732936200525
2254,2255.0,Course_2255,Technology,99.0,2761.0,76.8621850918639,Udemy,115.25419578218626,4.002997913412352
2255,2256.0,Course_2256,Office Tools,60.0,2135.0,97.0616341498458,Coursera,57.57826601941397,3.642126930739928
2256,2257.0,Course_2257,Design,14.0,3863.0,92.515930634145,edX,,4.694365830250484
2257,2258.0,Course_2258,Finance,90.0,3529.0,51.88181863987696,LinkedIn Learning,152.56302441477985,4.545263605320872
2258,2259.0,Course_2259,AI,46.0,3944.0,58.24645151680587,LinkedIn Learning,158.2311909469205,4.177027448821902
2259,2260.0,Course_2260,Business,48.0,2190.0,99.7468362475065,LinkedIn Learning,193.29149891844187,3.4290567630154847
2260,2261.0,Course_2261,AI,55.0,3145.0,51.26365509053252,Udemy,36.60428923446942,3.788956811241064
2261,2262.0,Course_2262,Office Tools,74.0,921.0,56.69837480038152,Coursera,41.652599020465175,4.24366449643296
2262,2263.0,Course_2263,Design,78.0,1073.0,50.40876845027897,Udemy,156.22872822335842,3.250999977849768
2263,2264.0,Course_2264,Technology,10.0,442.0,53.44080167737642,Udemy,199.9312878475193,3.666698077098437
2264,2265.0,Course_2265,Office Tools,74.0,625.0,74.23421832333781,LinkedIn Learning,60.3336607176102,4.431255850920783
2265,2266.0,Course_2266,Finance,43.0,509.0,76.52712072986351,Udemy,24.76897949915905,4.134134814509973
2266,2267.0,Course_2267,Finance,92.0,3457.0,51.92136819307782,edX,139.32880749639415,3.620182710125852
2267,2268.0,Course_2268,Marketing,10.0,2228.0,93.67464142129106,Udemy,26.2678445105089,4.60138569891044
2268,2269.0,Course_2269,Marketing,45.0,3499.0,56.07773090638765,LinkedIn Learning,198.6566255114434,3.806184275258131
2269,2270.0,Course_2270,Data Science,54.0,3562.0,88.12094243335193,edX,32.57711580195887,4.867641770598353
2270,2271.0,Course_2271,AI,19.0,992.0,60.92856868823047,Coursera,184.85277311008392,4.494199824345976
2271,2272.0,Course_2272,Data Science,90.0,4228.0,57.03269782284623,Coursera,91.1198107305136,3.859954364178578
2272,2273.0,,Finance,57.0,1510.0,66.70093570338194,Coursera,,4.633685030517519
2273,2274.0,Course_2274,,38.0,405.0,72.75572862807815,LinkedIn Learning,186.5472777824964,3.937371425681832
2274,2275.0,Course_2275,AI,25.0,2142.0,82.790431746772,LinkedIn Learning,145.30870771246103,3.823145604553365
2275,2276.0,Course_2276,Business,52.0,1148.0,98.32919873989972,,114.90253937895385,3.0569942217643824
2276,2277.0,Course_2277,Finance,90.0,4234.0,51.66710153497645,Coursera,86.20506865315957,4.834624494886556
2277,2278.0,Course_2278,AI,67.0,1573.0,61.06996320182972,edX,94.92907289237432,4.179004185577617
2278,2279.0,Course_2279,Finance,16.0,122.0,99.14198319011452,Coursera,141.1908735590098,4.3741021615592
2279,2280.0,Course_2280,Design,70.0,1255.0,73.79560085461176,Coursera,107.0498967524682,3.160339912110949
2280,2281.0,Course_2281,Marketing,11.0,1424.0,96.31399477171132,edX,67.8956810780324,4.769949268572098
2281,2282.0,Course_2282,Programming,14.0,4240.0,88.99692997196829,Coursera,166.09816318583762,4.68293413557617
2282,2283.0,Course_2283,AI,46.0,3539.0,95.00296485240082,Coursera,72.51501209924169,4.829177678670769
2283,2284.0,Course_2284,Programming,55.0,4857.0,61.46167225481523,,190.4479802909284,3.2432588328373333
2284,2285.0,Course_2285,Technology,65.0,4891.0,70.3385737173285,LinkedIn Learning,165.55466459316995,3.222508658375516
2285,2286.0,Course_2286,Programming,72.0,4633.0,87.41278420602174,Udemy,82.28719717615678,4.8153167046329495
2286,2287.0,Course_2287,Office Tools,65.0,3655.0,72.72644547331726,LinkedIn Learning,36.25031465626757,4.972214580347552
2287,2288.0,Course_2288,Data Science,90.0,3239.0,72.37940920442693,Coursera,138.68686853346424,
2288,2289.0,Course_2289,Business,59.0,444.0,69.97568008119866,Udemy,138.9248607940266,3.8918273205396265
2289,2290.0,Course_2290,Programming,84.0,4295.0,52.14053882336752,LinkedIn Learning,126.33649687713913,3.8894090560973824
2290,2291.0,Course_2291,Technology,63.0,4924.0,93.28201715998055,Coursera,127.8408080999009,4.095278676535019
2291,2292.0,Course_2292,Technology,92.0,4079.0,74.99276422736816,Udemy,58.33009251031359,4.472729012218132
2292,2293.0,Course_2293,AI,95.0,4936.0,81.66922711475662,edX,160.62437224366607,4.167767722337378
2293,2294.0,Course_2294,Marketing,19.0,3776.0,73.50060329593022,Coursera,196.47249976666805,
2294,2295.0,Course_2295,Technology,80.0,4572.0,96.14388769549235,edX,48.5047529195503,3.570574520025419
2295,2296.0,Course_2296,Business,34.0,4420.0,70.41476679823256,Coursera,174.9919684236391,3.424295481707781
2296,2297.0,Course_2297,Data Science,47.0,1473.0,80.29030475152031,Udemy,193.48020908559013,4.000726549210266
2297,2298.0,Course_2298,Programming,53.0,2160.0,80.36170495152984,Udemy,34.957039626882604,3.437260024062008
2298,2299.0,Course_2299,Technology,36.0,4905.0,53.90911896158457,edX,175.74577378821382,3.57067222261624
2299,2300.0,Course_2300,Programming,25.0,1524.0,64.18185056997798,Udemy,160.4016650759337,4.338926026929874
2300,2301.0,Course_2301,AI,,3577.0,93.67065174576116,edX,159.21144286475553,4.762283769798532
2301,2302.0,Course_2302,Programming,11.0,4923.0,77.86945796831338,LinkedIn Learning,91.4834700680539,3.9619487639954407
2302,,Course_2303,Programming,37.0,443.0,88.59293126256009,Coursera,191.12876112177216,3.3096071898759742
2303,2304.0,,Programming,71.0,4531.0,52.94024132354029,Udemy,190.66044808025612,4.074042016425965
2304,2305.0,Course_2305,Programming,33.0,1655.0,81.57287636428038,edX,131.55031144207285,4.733983095738555
2305,2306.0,Course_2306,Data Science,88.0,4715.0,50.48086098255798,Coursera,198.5661422374798,4.443613134293533
2306,2307.0,Course_2307,Finance,100.0,4129.0,64.42931139836074,Coursera,66.27700443974919,3.7230492229460848
2307,2308.0,Course_2308,Programming,69.0,3448.0,92.40516568082734,edX,24.05204104988928,3.849839329005681
2308,2309.0,Course_2309,Data Science,49.0,4907.0,69.46088412419006,Udemy,193.36535060012005,4.837051958453366
2309,2310.0,Course_2310,Business,46.0,3195.0,73.51565715048163,edX,177.33628476668198,3.1644928294002157
2310,2311.0,,Marketing,83.0,4596.0,76.14630899691775,Udemy,26.382023471093984,4.172929920061415
2311,2312.0,Course_2312,Office Tools,90.0,3889.0,88.58404778371188,Coursera,188.12236655804344,4.278012459669065
2312,2313.0,Course_2313,AI,66.0,145.0,66.50590425345428,Coursera,91.0765560350911,4.341302798084518
2313,2314.0,Course_2314,Data Science,64.0,4787.0,94.0379367289586,edX,84.5556722489791,3.7531258766318105
2314,2315.0,Course_2315,AI,69.0,1354.0,52.83412276189279,edX,182.94258872513407,4.045971703914448
2315,2316.0,Course_2316,Business,88.0,2636.0,82.01358791103345,Coursera,34.32168821289725,3.142170342237666
2316,2317.0,Course_2317,Technology,13.0,1429.0,,LinkedIn Learning,146.24230912186675,3.675180466647204
2317,2318.0,Course_2318,Finance,85.0,3278.0,89.73678457764703,edX,104.47146607107182,3.7590775195107895
2318,2319.0,Course_2319,Design,44.0,2952.0,63.224535925925295,LinkedIn Learning,124.59027684182024,3.009188084595631
2319,2320.0,Course_2320,,51.0,4733.0,70.82627233588909,Coursera,121.52636620648305,3.3595380818384983
2320,2321.0,Course_2321,Technology,38.0,3001.0,50.863108803921456,edX,42.68552372504062,4.988427445776551
2321,2322.0,Course_2322,AI,36.0,4524.0,92.50577996669055,Udemy,180.77395397065865,4.193246573291909
2322,2323.0,Course_2323,Design,19.0,841.0,77.20149930666294,LinkedIn Learning,192.8983157149577,4.206765783352736
2323,2324.0,Course_2324,AI,32.0,1444.0,76.37916951740004,Udemy,76.8129733731109,4.256848246463536
2324,2325.0,Course_2325,Data Science,79.0,3724.0,59.195146972032425,Udemy,177.28984419925666,3.365960712535052
2325,2326.0,Course_2326,Programming,29.0,1242.0,60.00453131702429,edX,39.46400387197319,4.090576941568428
2326,2327.0,Course_2327,Data Science,28.0,2942.0,94.09205610837044,LinkedIn Learning,44.05416879696588,3.1252948061661647
2327,2328.0,Course_2328,AI,70.0,4443.0,93.39143850163369,Coursera,199.5893373991174,3.0209149499984256
2328,2329.0,Course_2329,Design,83.0,1423.0,61.90464618081364,edX,71.17502358566733,3.9184141742339778
2329,2330.0,Course_2330,Marketing,75.0,846.0,99.4386583023868,edX,100.44099940448596,3.657679802837501
2330,2331.0,Course_2331,Data Science,11.0,108.0,64.31333213801335,Udemy,182.35359134579508,3.704359264646079
2331,2332.0,Course_2332,Office Tools,58.0,4800.0,51.38100946730514,Udemy,174.14180312880052,3.188012747940663
2332,2333.0,Course_2333,Office Tools,33.0,500.0,69.80243857655299,LinkedIn Learning,99.00843638975434,4.92336029159412
2333,2334.0,Course_2334,Office Tools,51.0,3501.0,59.49896746160484,LinkedIn Learning,176.1515704831502,4.6850993159885945
2334,2335.0,Course_2335,Programming,40.0,3605.0,58.44486727705835,edX,47.37333168919415,4.868099041183044
2335,2336.0,Course_2336,Office Tools,30.0,2526.0,51.99167391213423,Udemy,157.30921841008114,3.668403923321816
2336,2337.0,Course_2337,Finance,97.0,4764.0,86.01360691441712,LinkedIn Learning,10.139368169314688,3.7890524789532223
2337,2338.0,Course_2338,Office Tools,34.0,1663.0,90.56374890092698,LinkedIn Learning,176.494627609316,4.329031685690447
2338,2339.0,Course_2339,AI,15.0,2838.0,60.05867055802142,edX,145.5606822695811,3.478959295652308
2339,2340.0,Course_2340,Design,27.0,3956.0,54.46156239285758,LinkedIn Learning,36.569002237829935,3.926034570843567
2340,2341.0,,Data Science,12.0,1042.0,94.17709938868668,Udemy,130.96161870264632,3.4377501372817054
2341,2342.0,Course_2342,Design,78.0,4392.0,72.99835078288588,Coursera,87.99241637836002,3.4752187746670344
2342,2343.0,Course_2343,AI,49.0,1027.0,68.47204481407866,edX,88.50482770700673,3.3879056306986546
2343,2344.0,Course_2344,Technology,98.0,2979.0,62.70944064139426,Udemy,58.96176681466376,3.89577323143637
2344,2345.0,Course_2345,Technology,52.0,3096.0,68.32989815005509,Udemy,10.63469802391802,
2345,2346.0,Course_2346,Finance,73.0,1381.0,80.35951810729208,edX,171.5336325413819,4.876303361869169
2346,,Course_2347,Data Science,47.0,456.0,98.48731480504632,Udemy,194.8451709069049,3.180140978002806
2347,2348.0,Course_2348,AI,15.0,3723.0,75.54498368154108,Udemy,54.22415091530623,4.819298999688148
2348,2349.0,Course_2349,Finance,99.0,2545.0,69.385313076304,edX,154.8329547548729,3.967041281179483
2349,2350.0,Course_2350,Business,69.0,1201.0,81.31018384747736,LinkedIn Learning,104.21134014431033,3.793036144013167
2350,,Course_2351,Programming,70.0,4732.0,63.87794373537689,Coursera,63.80319743136825,3.805892132278247
2351,2352.0,Course_2352,Technology,61.0,2888.0,53.794965664529656,Udemy,19.09579662942282,4.554046210575809
2352,2353.0,Course_2353,AI,60.0,1543.0,99.7869486609926,LinkedIn Learning,13.566855048883582,4.359573870380965
2353,2354.0,Course_2354,Office Tools,27.0,229.0,95.28317538117292,LinkedIn Learning,19.29228178533567,3.69836964930405
2354,2355.0,Course_2355,Technology,19.0,817.0,87.82865507240507,edX,175.15287811724747,3.107300385281955
2355,2356.0,Course_2356,Design,76.0,3921.0,71.8619750039432,LinkedIn Learning,108.16212402646978,3.3911012106432388
2356,2357.0,Course_2357,Marketing,16.0,2930.0,62.06866186133248,edX,172.2764022952008,4.935255220861046
2357,2358.0,Course_2358,Finance,85.0,3081.0,56.25467494123247,LinkedIn Learning,147.63352498493694,4.098775075195816
2358,2359.0,Course_2359,Technology,97.0,600.0,82.96952528806605,Udemy,124.80066287872432,4.638040890901366
2359,2360.0,Course_2360,AI,76.0,1354.0,74.97243425890228,Coursera,89.33827802743163,3.3909801520361222
2360,2361.0,Course_2361,Business,87.0,4614.0,51.97856566646757,edX,98.25888904351184,3.815354435004146
2361,2362.0,Course_2362,Office Tools,68.0,3841.0,84.13367380091297,LinkedIn Learning,12.089161934967262,3.157027970884388
2362,2363.0,Course_2363,Finance,90.0,1121.0,89.3370341522801,Coursera,48.702835133694855,4.174038536835451
2363,2364.0,Course_2364,Marketing,82.0,411.0,79.16110843673843,edX,104.25156844188396,4.422763301258359
2364,2365.0,Course_2365,Marketing,39.0,3146.0,79.58930602849951,edX,56.68276458546345,4.401461754079957
2365,2366.0,Course_2366,Design,26.0,329.0,93.03926948665006,LinkedIn Learning,195.86118849721305,4.9932872375451405
2366,2367.0,Course_2367,Business,44.0,2564.0,71.48481032676249,LinkedIn Learning,116.9618624951246,3.1455998976381347
2367,2368.0,Course_2368,AI,99.0,2556.0,88.49543652118632,edX,74.67557930464346,4.912797480199497
2368,2369.0,Course_2369,AI,11.0,1999.0,72.75792154270692,Coursera,57.58552921946946,4.363645103784179
2369,2370.0,Course_2370,Design,34.0,4849.0,62.076787660126335,LinkedIn Learning,174.05493761604436,3.759027739409548
2370,2371.0,Course_2371,Marketing,69.0,3253.0,78.95360299947909,Udemy,147.33701772738056,3.3094535272685315
2371,2372.0,Course_2372,Programming,20.0,380.0,86.18188113798351,LinkedIn Learning,51.7307875987823,4.147745826150881
2372,2373.0,Course_2373,Business,72.0,2702.0,60.6256702334202,edX,57.3602161707589,3.721501179353539
2373,2374.0,Course_2374,Technology,99.0,3587.0,71.6992044618842,Udemy,67.50875766746975,3.6004228181891595
2374,2375.0,,Office Tools,44.0,3433.0,71.97510106115354,LinkedIn Learning,180.5610133531888,4.651624097797363
2375,2376.0,Course_2376,Business,68.0,265.0,91.87550725357488,Udemy,51.65964272615082,4.805172756810843
2376,2377.0,Course_2377,Technology,89.0,3250.0,66.922850461716,Coursera,13.189162980882696,4.160363983697183
2377,2378.0,Course_2378,Programming,50.0,2209.0,77.40518113699568,LinkedIn Learning,182.7431483311138,3.569425116843469
2378,2379.0,Course_2379,Business,25.0,498.0,65.93079594286024,edX,55.41131187673642,4.664446102947702
2379,2380.0,Course_2380,Business,52.0,4790.0,58.96347062253728,LinkedIn Learning,100.06212284187112,4.016456528386745
2380,2381.0,Course_2381,Finance,80.0,2096.0,87.5844452754809,edX,172.87125543018436,4.3943413906369
2381,2382.0,Course_2382,Data Science,26.0,807.0,50.45544749291345,Coursera,59.52425833777555,3.0950449587527107
2382,2383.0,Course_2383,Office Tools,40.0,2933.0,98.97566757101988,LinkedIn Learning,99.26150318134265,3.661395423697664
2383,2384.0,Course_2384,AI,22.0,3856.0,65.82594704024567,edX,165.99637245936367,3.0215184989001336
2384,2385.0,Course_2385,Programming,97.0,1009.0,96.38557987763086,Udemy,168.96625304554948,3.696400348509085
2385,2386.0,Course_2386,Design,76.0,4809.0,77.39779790801603,Coursera,32.89404300234522,3.095275828811923
2386,2387.0,Course_2387,Marketing,77.0,4382.0,94.52595243384108,edX,48.46486456941735,3.6427185591175473
2387,2388.0,Course_2388,Office Tools,39.0,2615.0,60.63181871920112,LinkedIn Learning,39.26166974609059,3.3763110502983307
2388,2389.0,Course_2389,Finance,71.0,3652.0,68.08747752818562,LinkedIn Learning,22.478015652401123,3.046087519315316
2389,2390.0,Course_2390,Data Science,74.0,3974.0,62.72469169498254,Coursera,118.11652922321652,4.904638971328925
2390,2391.0,Course_2391,Office Tools,94.0,2420.0,51.74226462102243,LinkedIn Learning,46.86257389523437,3.099434177042321
2391,2392.0,Course_2392,Finance,73.0,1099.0,88.89504075684906,,69.64173982479755,4.195634124975847
2392,2393.0,Course_2393,Business,65.0,1102.0,96.60278148806604,Udemy,139.4336216869048,3.7290343466370137
2393,2394.0,Course_2394,AI,30.0,1064.0,90.65159056542991,edX,60.47012371736727,3.556254389102064
2394,2395.0,Course_2395,Technology,25.0,1648.0,79.24453576250491,Udemy,21.73505974067696,3.1257259270898
2395,2396.0,Course_2396,Marketing,25.0,2498.0,57.543656446254005,Udemy,51.18944466884718,4.67529565584148
2396,2397.0,Course_2397,Business,77.0,618.0,56.46245187081722,edX,118.14868817095758,4.9392867194305055
2397,2398.0,Course_2398,Data Science,27.0,3285.0,78.54829891386814,edX,43.73272335366982,3.906747006528115
2398,2399.0,Course_2399,Data Science,89.0,2761.0,94.72991795375437,edX,153.36581718011237,3.719048136035664
2399,2400.0,,Technology,46.0,2571.0,71.29354699780899,Coursera,52.637661092997135,3.655347413683751
2400,2401.0,Course_2401,Office Tools,82.0,2438.0,71.44868103795162,LinkedIn Learning,156.36646238259425,3.2337745691862065
2401,2402.0,Course_2402,Office Tools,78.0,2766.0,94.0625124791306,Coursera,184.42791486217013,3.997394010000488
2402,2403.0,Course_2403,Business,30.0,371.0,95.49867889802816,edX,22.12724164205841,3.216067805467477
2403,2404.0,Course_2404,Marketing,25.0,2873.0,76.14371057102872,Udemy,35.76748436099055,3.3356175921315003
2404,2405.0,Course_2405,Data Science,52.0,807.0,69.45025386662505,edX,11.32833348148984,3.1555221505706026
2405,2406.0,Course_2406,Office Tools,89.0,1535.0,73.35476990012742,Udemy,65.2552823788447,3.1198375010378303
2406,2407.0,Course_2407,Office Tools,40.0,1414.0,67.25641296334751,LinkedIn Learning,63.55855171099901,3.407898530224519
2407,2408.0,Course_2408,Marketing,27.0,351.0,90.58200323844405,edX,14.95616336637868,3.395657078123527
2408,2409.0,Course_2409,Technology,48.0,1107.0,96.04391352114294,LinkedIn Learning,58.32216816562229,3.781877198580724
2409,,Course_2410,Programming,88.0,834.0,83.4710712840114,edX,110.07460823021816,3.06590697476889
2410,2411.0,Course_2411,Technology,45.0,2970.0,71.36461449751474,Udemy,18.38067311016665,3.688041422349792
2411,2412.0,Course_2412,Marketing,16.0,4487.0,64.87997872148783,edX,108.2844633798464,3.501756770169888
2412,2413.0,Course_2413,Data Science,17.0,1126.0,56.6606919797353,edX,43.04492940231374,4.697298767771766
2413,2414.0,Course_2414,Finance,28.0,1043.0,76.3254572120217,Coursera,133.43306220053404,4.217296661081621
2414,2415.0,Course_2415,Office Tools,70.0,1623.0,73.60936162885793,edX,124.07173221145668,3.107031858841089
2415,2416.0,Course_2416,AI,89.0,2388.0,78.89106687444256,edX,39.38188615289713,3.050092972413179
2416,2417.0,Course_2417,Data Science,78.0,617.0,67.11507215436916,edX,68.41137601582321,4.8862567887518775
2417,2418.0,Course_2418,Finance,,2993.0,64.78536052979743,Coursera,64.86242323703829,4.921321791902992
2418,2419.0,Course_2419,Technology,83.0,2808.0,65.50172390108794,Udemy,173.6817130404461,3.00014895070053
2419,2420.0,Course_2420,Technology,47.0,311.0,64.03355679919625,Coursera,97.54522442109392,3.8841280244295984
2420,2421.0,Course_2421,Design,42.0,2110.0,94.55914668930902,Udemy,135.6346161922974,4.156350790116605
2421,2422.0,Course_2422,Data Science,94.0,4343.0,85.50732470846805,edX,129.85811897272794,4.231356307302468
2422,2423.0,Course_2423,Data Science,50.0,694.0,91.78908792260336,LinkedIn Learning,96.52175700274854,3.901839945486455
2423,2424.0,Course_2424,Data Science,,2455.0,89.6812582876392,edX,189.1610162971026,3.286281647614985
2424,2425.0,Course_2425,Business,95.0,3865.0,77.36308393764196,edX,119.94779456124267,3.2702062895471844
2425,2426.0,Course_2426,Programming,22.0,808.0,50.02321505515875,LinkedIn Learning,120.63146684085856,4.105176893790017
2426,2427.0,Course_2427,AI,93.0,2893.0,93.91511185092384,LinkedIn Learning,97.31661457631468,4.635321463096121
2427,2428.0,Course_2428,Office Tools,38.0,2684.0,76.02655740094382,edX,87.22923847467209,4.254834659129571
2428,2429.0,Course_2429,AI,56.0,3667.0,72.74264811906653,LinkedIn Learning,136.01295748832655,3.841419299302176
2429,2430.0,Course_2430,Programming,22.0,3602.0,82.76827468324096,Udemy,164.01521160130972,3.6599056357678936
2430,2431.0,Course_2431,AI,97.0,1263.0,85.0997956217899,LinkedIn Learning,14.845806960850783,4.307937952533683
2431,2432.0,Course_2432,Marketing,78.0,3004.0,72.45190079600798,LinkedIn Learning,24.23443161351212,3.276254967736689
2432,2433.0,Course_2433,Data Science,59.0,2641.0,60.57484062765839,Coursera,150.11571171642709,3.3827719802366056
2433,2434.0,Course_2434,Office Tools,81.0,2426.0,65.15248459842344,Coursera,59.20545608069251,3.0439908238933
2434,2435.0,,Business,60.0,665.0,71.63270417369424,edX,48.50526497690123,3.934394463491249
